1753,857,2154
1741,846,2150
1741,852,2133
1754,849,2136
1742,849,2143
1745,847,2142
1756,846,2151
1763,850,2155
1758,849,2144
1746,843,2152
1765,846,2146
1768,844,2143
1746,855,2153
1752,847,2141
1735,844,2141
1745,849,2140
1738,850,2134
1747,846,2143
1754,849,2139
1755,851,2142
1741,848,2146
1755,848,2140
1736,847,2148
1745,851,2137
1744,850,2141
1743,843,2152
1757,852,2154
1758,842,2145
1755,847,2155
1763,846,2147
1751,844,2145
1761,847,2145
1743,846,2136
1744,848,2139
1752,849,2145
1753,846,2142
1747,852,2150
1751,848,2139
1742,855,2147
1764,853,2143
1754,852,2140
1743,849,2149
1751,853,2147
1762,844,2146
1749,848,2153
1758,853,2144
1751,842,2154
1770,847,2147
1761,847,2151
1747,852,2146
1754,846,2152
1748,844,2142
1743,848,2141
1736,846,2134
1736,842,2141
1739,847,2139
1743,847,2138
1742,849,2147
1747,847,2144
1749,847,2129
1752,850,2142
1751,847,2130
1743,845,2145
1758,846,2143
1749,848,2139
1748,845,2154
1752,846,2154
1760,849,2140
1763,849,2152
1757,846,2143
1748,850,2153
1762,845,2143
1747,849,2140
1741,854,2152
1750,847,2151
1752,841,2135
1732,847,2140
1737,846,2130
1737,843,2145
1745,846,2139
1734,853,2128
1742,845,2139
1747,849,2150
1746,844,2132
1742,849,2143
1744,845,2136
1736,846,2147
1759,848,2150
1753,848,2147
1748,852,2155
1758,849,2157
1759,841,2142
1751,846,2143
1758,846,2145
1743,843,2149
1747,848,2144
1743,854,2139
1733,846,2144
1756,849,2152
1750,843,2142
1738,855,2143
1747,849,2133
1739,847,2144
1749,850,2140
1747,851,2134
1747,849,2150
1751,846,2153
1752,842,2141
1750,846,2152
1755,844,2143
1747,843,2153
1766,848,2151
1757,848,2146
1748,846,2152
1752,844,2143
1747,847,2137
1744,848,2145
1746,846,2137
1731,844,2140
1744,846,2132
1739,849,2130
1738,851,2145
1748,845,2140
1748,841,2134
1732,853,2140
1752,847,2136
1737,847,2140
1750,855,2132
1752,848,2132
1740,844,2145
1744,845,2140
1755,841,2137
1746,844,2154
1753,842,2143
1748,842,2151
1754,852,2146
1762,848,2145
1755,843,2151
1766,849,2153
1753,844,2138
1735,843,2138
1747,852,2141
1743,846,2147
1757,851,2137
1737,850,2128
1735,841,2134
1746,846,2135
1737,842,2127
1739,845,2140
1746,847,2140
1751,852,2133
1751,853,2140
1743,852,2136
1740,852,2149
1751,848,2148
1770,847,2146
1744,847,2151
1755,844,2149
1762,846,2154
1764,849,2148
1759,847,2141
1748,842,2146
1747,846,2140
1741,852,2132
1744,847,2145
1743,845,2140
1733,848,2132
1744,847,2131
1740,846,2134
1735,846,2137
1747,845,2134
1745,851,2138
1750,860,2159
1760,852,2149
1753,847,2147
1754,848,2156
1757,847,2148
1751,842,2151
1767,847,2158
1766,848,2152
1751,847,2155
1752,852,2142
1739,843,2143
1740,844,2137
1740,854,2128
1744,847,2139
1738,847,2131
1743,850,2122
1735,845,2139
1734,841,2135
1735,844,2145
1755,850,2141
1742,849,2131
1738,844,2140
1744,847,2136
1741,845,2130
1734,844,2136
1744,844,2137
1751,840,2132
1719,844,2137
1747,839,2126
1719,839,2137
1751,842,2133
1734,844,2131
1738,838,2139
1728,845,2122
1726,840,2128
1726,841,2139
1741,842,2140
1743,837,2131
1741,841,2141
1745,840,2139
1729,838,2141
1739,843,2133
1731,840,2131
1742,837,2143
1750,843,2142
1736,845,2134
1734,842,2146
1743,847,2137
1751,838,2138
1734,851,2142
1752,842,2132
1736,846,2138
1747,843,2139
1734,849,2129
1733,837,2139
1729,846,2113
1728,839,2118
1735,837,2136
1737,840,2132
1744,836,2123
1732,845,2129
1738,838,2133
1742,838,2134
1746,844,2139
1750,848,2131
1744,840,2146
1754,844,2142
1747,855,2142
1738,848,2146
1740,845,2139
1736,842,2131
1738,845,2135
1722,843,2124
1727,841,2131
1738,843,2129
1739,853,2133
1747,847,2146
1740,849,2148
1746,850,2124
1750,848,2145
1747,845,2135
1732,845,2143
1750,846,2143
1743,847,2139
1744,841,2153
1748,843,2147
1757,846,2142
1755,845,2154
1761,845,2145
1751,844,2153
1759,846,2150
1751,846,2136
1741,843,2143
1749,850,2141
1752,845,2135
1733,845,2139
1741,851,2129
1741,845,2141
1734,847,2138
1733,853,2123
1742,844,2139
1741,848,2135
1742,845,2127
1742,848,2145
1739,852,2140
1745,842,2137
1742,847,2135
1736,845,2132
1733,839,2148
1740,850,2131
1750,845,2144
1741,844,2150
1756,844,2149
1755,839,2139
1744,852,2143
1761,844,2137
1741,840,2141
1760,845,2139
1745,847,2134
1741,843,2140
1756,845,2138
1736,838,2123
1728,844,2136
1745,841,2138
1732,841,2140
1734,845,2133
1731,850,2123
1730,841,2135
1741,847,2130
1733,845,2129
1727,842,2138
1737,851,2130
1748,841,2135
1732,848,2138
1735,843,2130
1732,842,2142
1744,856,2135
1742,849,2136
1724,844,2138
1744,847,2141
1763,844,2147
1733,845,2154
1753,842,2146
1748,841,2149
1755,843,2143
1752,847,2140
1753,845,2158
717,787,1384
675,762,1314
686,753,1307
907,1097,1864
2952,2671,3502
3798,3109,3252
3728,3098,3260
3776,3170,3252
3693,3117,3208
3755,3124,3198
3601,3031,3054
3509,2979,2987
3510,3002,2978
3468,2994,2983
3452,2979,2953
3416,3011,2900
3415,3098,2928
3477,3151,2947
3514,3168,2977
3514,3217,3016
3636,3382,3127
3811,3579,3225
3900,3686,3406
4071,3826,3541
4118,3914,3565
4090,3910,3538
4137,3889,3519
4128,3887,3520
4165,3898,3572
4174,3919,3603
4145,3900,3599
4176,3886,3558
4156,3890,3563
4137,3897,3569
4089,3876,3515
4034,3817,3466
3993,3756,3425
3960,3695,3346
3871,3621,3282
3857,3509,3240
3762,3512,3183
3670,3390,3079
3629,3298,3021
3602,3247,3004
3561,3194,2973
