1268,1790,908
1272,1803,908
1267,1812,907
1279,1793,911
1271,1795,909
1258,1812,907
1281,1800,911
1275,1792,908
1260,1816,909
1272,1796,911
1272,1793,914
1265,1808,906
1262,1798,913
1274,1800,909
1266,1790,906
1258,1791,904
1268,1797,915
1270,1804,915
1268,1808,904
1269,1784,908
1265,1801,912
1263,1814,905
1276,1782,908
1263,1789,914
1259,1816,911
1272,1804,911
1272,1787,904
1266,1806,903
1261,1796,914
1271,1789,909
1269,1809,902
1256,1783,908
1259,1785,918
1264,1813,907
1270,1797,906
1270,1782,912
1255,1807,906
1259,1791,907
1273,1795,906
1253,1800,903
1254,1791,918
1269,1801,906
1259,1797,903
1267,1787,905
1262,1794,910
1265,1808,909
1272,1789,904
1267,1786,903
1255,1794,907
1264,1795,906
1269,1784,907
1266,1799,912
1262,1808,909
1263,1787,905
1264,1794,904
1260,1794,905
1263,1787,911
1261,1800,906
1251,1787,901
1269,1786,912
1258,1807,907
1264,1798,906
1272,1788,911
1259,1796,905
1256,1795,908
1262,1798,908
1251,1787,902
1264,1792,904
1274,1808,912
1261,1802,904
1262,1789,908
1255,1780,902
1248,1789,911
1267,1818,909
1267,1794,909
1264,1791,909
1253,1801,903
1268,1793,911
1273,1797,905
1263,1794,902
1269,1784,908
1261,1800,906
1253,1796,905
1275,1791,907
1265,1805,909
1248,1809,911
1278,1801,912
1267,1786,907
1257,1810,910
1264,1804,910
1272,1796,909
1263,1805,914
1263,1808,911
1264,1799,907
1266,1802,904
1265,1798,906
1271,1812,917
1258,1798,917
1265,1807,906
1273,1787,909
1262,1806,912
1255,1813,908
1277,1802,907
1265,1793,907
1248,1809,913
1272,1805,912
1269,1797,913
1267,1807,907
1257,1798,910
1277,1802,906
1266,1804,903
1252,1790,908
1268,1807,915
1282,1809,912
1265,1807,907
1274,1796,913
1264,1795,912
1282,1807,912
1278,1797,912
1270,1792,918
1262,1814,908
1268,1807,906
1277,1797,910
1267,1791,910
1268,1808,909
1267,1793,910
1269,1790,907
1258,1806,914
1279,1818,914
1267,1795,909
1267,1803,902
1269,1795,911
1271,1805,911
1257,1802,905
1265,1788,912
1271,1808,914
1269,1805,908
1263,1796,907
1274,1792,910
1264,1805,911
1259,1813,907
1283,1797,909
1265,1790,912
1260,1816,909
1269,1791,911
1268,1795,907
1263,1806,906
1258,1794,912
1268,1797,910
1264,1805,907
1266,1803,908
1258,1792,913
1266,1803,910
1267,1802,905
1266,1790,910
1263,1801,909
1265,1801,905
1269,1793,911
1260,1785,919
1258,1811,912
1281,1800,916
1269,1798,907
1260,1804,910
1272,1815,912
1282,1791,909
1262,1803,903
1242,1787,908
1270,1807,912
1281,1805,907
1263,1806,905
1261,1786,910
1265,1808,916
1269,1814,906
1269,1795,910
1264,1795,909
1258,1820,908
1273,1790,910
1265,1792,905
1261,1801,907
1265,1806,910
1278,1790,916
1269,1799,906
1266,1812,909
1259,1804,909
1263,1799,907
1268,1807,908
1271,1797,912
1263,1802,919
1265,1806,904
1273,1786,908
1256,1801,911
1259,1816,912
1277,1801,909
1265,1792,908
1266,1821,910
1265,1813,909
1276,1800,907
1267,1796,909
1261,1812,911
1270,1796,912
1271,1794,909
1269,1797,909
1278,1813,918
1285,1802,919
1269,1809,916
1264,1814,911
1274,1809,913
1279,1801,913
1263,1803,918
1271,1805,912
1273,1801,914
1273,1799,907
1265,1799,913
1274,1806,913
1266,1800,908
1268,1798,907
1281,1794,911
1269,1793,928
1267,1818,911
1268,1799,907
1264,1790,911
1257,1805,914
1266,1807,912
1273,1798,907
1260,1795,911
1269,1809,912
1287,1810,913
1268,1795,914
1259,1808,910
1261,1812,913
1281,1797,920
1275,1793,907
1264,1798,908
1278,1813,914
1280,1801,910
1262,1808,905
1272,1799,910
1274,1806,911
1273,1813,908
1270,1805,909
1266,1803,912
1270,1813,909
1268,1807,912
1275,1799,909
1254,1802,911
1267,1813,907
1282,1808,911
1276,1791,911
1269,1812,918
1263,1804,908
1276,1787,907
1263,1790,917
1261,1804,913
1281,1810,911
1263,1793,906
1264,1800,906
1277,1798,915
1273,1791,909
1263,1804,905
1267,1783,910
1263,1801,913
1265,1813,909
1272,1802,906
1264,1787,910
1255,1811,910
1274,1805,907
1273,1794,906
1251,1797,910
1258,1806,909
1286,1803,914
1269,1792,913
1261,1807,906
1276,1805,912
1284,1800,911
1269,1804,912
1266,1806,910
1261,1801,911
1272,1803,908
1273,1799,907
1276,1809,911
1270,1807,909
1270,1807,905
1274,1798,915
1265,1801,911
1261,1816,912
1276,1794,909
1277,1791,907
1266,1801,912
1273,1812,911
1274,1792,909
1270,1797,912
1266,1810,917
1281,1797,915
1280,1788,909
1272,1811,910
1274,1821,914
1294,1801,913
1278,1790,908
1268,1810,908
1279,1825,914
1275,1796,912
1266,1797,906
1265,1803,908
1273,1806,911
1279,1813,907
1257,1800,907
1277,1803,915
1273,1804,917
1271,1814,907
1272,1787,908
1269,1797,912
1268,1813,914
1272,1801,907
1266,1790,909
1261,1795,909
1268,1806,907
1276,1793,912
1266,1787,910
1262,1808,912
1282,1802,917
1273,1801,908
1258,1802,910
1272,1806,916
1281,1798,916
1268,1807,906
1265,1791,909
1270,1802,909
1281,1807,906
1267,1807,905
1264,1792,912
1269,1807,910
1274,1808,905
1272,1787,909
1272,1799,909
1271,1820,912
1286,1795,912
1272,1796,907
1252,1806,906
1271,1807,912
1284,1795,926
1272,1802,908
1264,1813,907
1273,1810,914
1270,1794,909
1265,1805,906
1270,1803,912
1265,1797,907
1266,1810,906
1273,1806,907
1266,1801,911
1269,1816,908
1270,1799,912
1272,1801,905
1257,1806,909
1267,1798,907
1273,1800,907
1259,1799,908
1263,1814,912
1274,1804,917
1271,1800,904
1252,1793,906
1272,1806,918
1271,1805,912
1267,1813,905
1262,1796,908
1272,1797,914
1273,1807,914
1273,1802,906
1265,1793,910
1262,1804,911
1277,1812,914
1283,1794,911
1271,1799,912
1269,1816,917
1276,1798,908
1273,1796,906
1264,1803,909
1270,1820,910
1289,1814,914
1271,1793,911
1265,1810,908
1271,1813,911
1273,1792,907
1269,1801,909
1270,1813,922
1280,1799,921
1284,1802,911
1271,1808,909
1268,1808,917
1277,1797,910
1264,1797,917
1265,1794,916
1278,1808,916
1287,1806,917
1271,1803,909
1273,1808,911
1270,1803,909
1269,1808,908
1267,1806,904
1276,1802,913
1278,1814,913
1274,1813,920
1279,1802,912
1263,1807,916
1270,1814,910
1271,1806,907
1280,1789,913
1266,1803,914
1278,1826,909
1276,1806,910
1273,1797,912
1268,1807,920
1280,1809,916
1274,1802,909
1257,1801,913
1261,1811,911
1284,1799,914
1279,1786,908
1266,1810,911
1277,1809,910
1279,1803,907
1260,1799,906
1263,1815,913
1283,1801,923
1280,1804,911
1271,1807,915
1272,1809,915
1275,1810,914
1272,1806,917
1258,1796,908
1269,1806,916
1275,1801,910
1268,1811,910
1276,1799,912
1267,1797,909
1270,1813,906
1268,1803,908
1272,1797,918
1275,1808,918
1271,1821,908
1274,1794,911
1267,1793,919
1276,1814,909
1273,1808,906
1273,1800,906
1264,1821,913
1269,1818,917
1276,1796,912
1263,1788,909
1265,1816,912
1273,1813,919
1275,1792,908
1268,1806,907
1257,1814,912
1282,1797,911
1280,1792,909
1269,1808,910
1276,1812,913
1274,1797,907
1264,1796,906
1267,1797,913
1267,1807,911
1274,1800,906
1265,1791,904
1273,1799,917
1273,1809,910
1265,1813,906
1270,1802,912
1266,1802,911
1269,1814,912
1277,1802,914
1273,1802,906
1265,1811,911
1266,1815,915
1296,1815,917
1272,1791,914
1268,1812,911
1276,1811,906
1275,1798,908
1273,1797,911
1270,1811,922
1292,1817,913
1272,1792,911
1271,1810,917
1267,1816,913
1280,1802,916
1276,1804,911
1265,1817,916
1268,1806,919
1278,1806,913
1263,1795,913
1258,1813,924
1284,1805,915
1277,1800,912
1266,1802,912
1271,1819,921
1292,1801,915
1274,1792,910
1271,1806,919
1272,1813,912
1287,1800,920
1277,1801,917
1267,1809,923
1283,1817,913
1276,1800,919
1264,1799,909
1258,1815,913
1287,1804,912
1275,1802,910
1267,1809,918
1279,1814,912
1281,1806,913
1267,1797,908
1259,1802,909
1276,1808,913
1272,1800,909
1266,1804,908
1272,1805,914
1270,1809,911
1266,1810,906
1276,1797,907
1262,1798,909
1270,1817,910
1270,1798,907
1274,1798,907
1254,1806,913
1265,1812,909
1281,1802,911
1266,1793,914
1256,1819,912
1269,1805,913
1272,1795,910
1262,1799,906
1269,1814,914
1279,1803,912
1263,1792,906
1256,1801,907
1272,1802,913
1277,1805,916
1272,1813,909
1269,1810,915
1265,1807,913
1274,1809,908
1266,1799,906
1272,1795,913
1266,1810,912
1261,1808,909
1278,1798,911
1270,1792,911
1270,1810,916
1277,1814,907
1271,1789,905
1258,1806,909
1266,1804,909
1278,1802,911
1260,1797,905
1263,1805,908
1273,1798,914
1270,1794,909
1255,1801,906
1269,1788,913
1267,1804,908
1259,1799,906
1275,1796,909
1264,1797,910
1263,1813,904
1284,1799,910
1269,1788,909
1262,1788,909
1260,1764,906
1254,1741,896
1251,1719,888
1258,1682,866
1284,1663,845
1324,1627,833
1344,1591,825
1464,1544,808
1562,1530,799
1647,1522,810
1709,1512,837
1754,1493,858
1818,1488,874
1875,1477,888
1874,1457,903
1910,1447,920
1936,1418,937
1967,1415,959
2004,1387,968
2089,1387,983
2121,1364,1001
2198,1350,1025
2180,1333,1046
2197,1313,1068
2179,1295,1099
2185,1272,1134
2112,1238,1171
2089,1229,1191
2053,1222,1217
2038,1213,1237
2008,1193,1265
2028,1185,1295
3516,4708,4883
4961,5277,5169
4879,5120,5082
4793,5085,5069
4781,5103,5057
4778,5073,5057
4815,5110,5038
4847,5084,5050
