1444,1527,955
1417,1523,953
1427,1539,950
1433,1520,952
1411,1536,955
1438,1527,952
1425,1531,951
1424,1515,953
1427,1522,952
1443,1523,953
1424,1530,947
1427,1515,950
1410,1541,943
1406,1535,947
1369,1542,935
1362,1536,933
1377,1542,931
1364,1535,918
1381,1550,890
1389,1549,879
1391,1552,871
1405,1546,838
1336,1551,831
1274,1588,842
1259,1628,844
1238,1657,856
1231,1698,874
1243,1724,888
1237,1743,896
1251,1772,904
1280,1833,919
1266,1801,910
1255,1779,900
1235,1773,907
1251,1783,901
1248,1773,898
1244,1781,900
1255,1786,908
1248,1793,909
1246,1782,899
1249,1777,901
1251,1798,906
1263,1811,916
1282,1801,919
1268,1800,909
1246,1808,908
1273,1820,916
1272,1797,913
1258,1800,911
1254,1813,924
1271,1808,925
1266,1802,915
1259,1809,916
1264,1818,926
1297,1817,921
1275,1806,915
1264,1810,919
1278,1825,915
1280,1806,920
1265,1799,910
1262,1810,914
1270,1810,911
1278,1790,908
1262,1796,917
1262,1810,920
1287,1809,912
1270,1794,909
1261,1803,910
1267,1803,916
1278,1799,904
1261,1800,905
1265,1798,915
1275,1812,913
1271,1799,905
1261,1798,903
1271,1799,911
1272,1807,919
1270,1809,905
1264,1780,906
1263,1788,909
1254,1815,908
1286,1798,916
1271,1796,906
1256,1806,906
1268,1797,917
1275,1793,910
1264,1796,905
1263,1799,908
1275,1808,912
1271,1807,911
1265,1799,915
1264,1801,911
1271,1805,913
1271,1804,911
1272,1795,916
1264,1788,912
1263,1811,909
1262,1798,904
1266,1778,912
1264,1810,908
1255,1794,904
1269,1778,902
1254,1788,904
1258,1802,911
1266,1801,909
1253,1791,903
1263,1794,908
1260,1787,909
1264,1804,906
1257,1792,901
1259,1788,905
1257,1805,910
1263,1815,906
1267,1785,907
1260,1789,902
1251,1807,907
1265,1799,910
1268,1796,908
1254,1787,901
1263,1791,909
1265,1811,907
1255,1802,904
1264,1779,912
1261,1806,905
1254,1801,905
1272,1788,907
1259,1790,902
1256,1794,905
1269,1802,911
1270,1800,906
1254,1789,909
1262,1786,908
1261,1798,906
1267,1805,906
1274,1791,908
1260,1797,909
1258,1802,907
1259,1787,909
1267,1791,911
1261,1802,906
1267,1792,909
1270,1795,903
1251,1790,906
1270,1802,915
1271,1810,912
1267,1800,905
1259,1783,908
1262,1804,912
1265,1816,911
1264,1795,907
1269,1796,907
1249,1804,914
1265,1817,910
1280,1794,910
1266,1800,909
1252,1806,915
1272,1807,913
1271,1792,907
1259,1798,913
1254,1808,912
1270,1801,912
1269,1797,911
1262,1795,916
1269,1804,919
1271,1805,909
1260,1805,907
1271,1795,914
1271,1795,917
1276,1803,917
1271,1805,907
1263,1793,910
1264,1805,910
1267,1808,911
1274,1794,905
1250,1794,908
1262,1810,912
1277,1803,909
1261,1795,906
1265,1806,909
1283,1804,912
1262,1794,905
1258,1788,904
1270,1797,911
1266,1797,911
1271,1803,905
1270,1790,913
1263,1801,907
1267,1809,909
1273,1799,912
1269,1794,903
1258,1796,907
1267,1805,914
1276,1799,906
1269,1799,905
1264,1799,913
1275,1810,910
1262,1795,904
1263,1795,903
